condition,seed,scenario,n_episodes,sim_steps,wall_s,reward,reward_std,ep_length,ep_length_std,vx_abs_err,vx_abs_err_std,vy_abs_err,vy_abs_err_std,mean_height,mean_height_std,below_thresh_frac,below_thresh_frac_std,energy_per_step,energy_per_step_std,torque_peak,torque_peak_std,torque_peak_std_acrossdofs,torque_peak_std_acrossdofs_std,energy_std_acrossdofs,energy_std_acrossdofs_std,mean_jerk,mean_jerk_std,fatigue_max_acrossdofs,fatigue_max_acrossdofs_std,fatigue_std_acrossdofs,fatigue_std_acrossdofs_std,early_terminated,early_terminated_std,survived,survived_std,error
no_fatigue,3,payload_8kg,64,3578,50.9,138.33890962600708,16.355352960520662,3578.0,0.0,0.5729810812044889,0.20731729246251726,0.057423461170401424,0.02030494250085079,0.1079389406950213,0.05891310601655075,0.8856248240917921,0.15531326501249132,1.1123244599439204,0.43000464235539837,27.87950313091278,0.7937896117025278,2.1132383327931166,0.2824537521547637,0.03791122493566945,0.019875244230432396,6878.511505126953,2236.7116704032333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,3,push_x_1p5,64,4560,63.7,215.20512890815735,30.740028686571918,3507.0,402.80145962125795,0.08219960401766002,0.031004184536464585,0.06389037554617971,0.009997530335673513,0.3053249744698405,0.03659728465705673,0.16047762975358637,0.14002753754994288,1.7902552504092455,0.03985315279925498,34.95068556070328,5.702419736847181,3.6891632843762636,1.4563231904558032,0.07023378048324957,0.003285686705929841,24414.563903808594,334.20952905122965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,4,payload_8kg,64,3578,51.6,161.95803499221802,17.217469406661632,3578.0,0.0,0.3471149739343673,0.11313729789964191,0.06868115713587031,0.009149747035539927,0.12052413140190765,0.0428452903256335,0.8749912651255727,0.1132204215895542,1.579312751069665,0.21028864328957098,28.899123638868332,1.3063301541630075,2.3747407011687756,0.4100786474724223,0.04546300660877023,0.009618438203569737,8855.085960388184,696.5980065734029,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,4,push_x_1p5,64,3578,49.8,226.8956813812256,15.606104510357897,3578.0,0.0,0.07650482835015282,0.026497320256732505,0.06145000149263069,0.012145077299310608,0.30064032855443656,0.038179699821008065,0.19190190111476113,0.15651608737300257,1.6552602648735046,0.059526165583834015,33.37546792626381,4.476710905257358,3.3596323914825916,1.165576232570929,0.056906342157162726,0.0018773233697767042,29024.072265625,587.4588857650498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,5,payload_8kg,64,3578,52.2,177.39471232891083,23.98044662999138,3578.0,0.0,0.2778863657731563,0.16015148709488763,0.07928193124826066,0.015419065701092381,0.12626988510601223,0.04139303098538861,0.8654756499454379,0.12249058278405936,1.731120839715004,0.31037122463291755,28.378941535949707,0.8782921625531315,2.1743491888046265,0.3040279125426964,0.05731757769535761,0.013971721624887502,10840.027526855469,1335.113565194172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,5,push_x_1p5,64,3578,49.8,224.8065402507782,16.985774276317827,3568.25,78.0,0.08059388084802777,0.0278052576124313,0.06429987429874018,0.013018256087031615,0.3084665441419929,0.038541301747465374,0.18394179062306648,0.1568174028318203,1.724717864766717,0.06368277523034392,32.87192714214325,4.711278619481285,3.0302027817815542,1.2786048857865908,0.0645855730981566,0.0016949195075790409,27716.412536621094,410.65759826818265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,6,payload_8kg,64,3578,54.8,152.97325491905212,14.222611623569719,3578.0,0.0,0.3536748008336872,0.10208559578941087,0.08575892605585977,0.012363017236319083,0.1229235093051102,0.043375392015572674,0.8680827291682363,0.12229943892919176,1.5385552188381553,0.17623004647252816,28.03829899430275,0.936188503604761,1.8925599660724401,0.2511948654895346,0.041397920809686184,0.006946032945716323,9448.603904724121,1063.113581156613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,6,push_x_1p5,64,3578,49.2,211.25861889123917,28.95437780084532,3497.125,419.41321443708046,0.08742872200673446,0.024740831651350634,0.07037215633317828,0.010938841517021947,0.31802480737678707,0.04150818968241929,0.16586378490319476,0.14817961269303165,1.8626010529696941,0.039510303505905155,31.38502749800682,3.1523047336219356,2.6904105693101883,0.8505396700322432,0.063870630110614,0.001371567785105228,29072.222290039062,468.8045792940986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,7,payload_8kg,64,3578,52.2,135.09339427947998,11.806861742007184,3578.0,0.0,0.4876458349172026,0.17019268765143974,0.07561435006209649,0.018788306138172818,0.12836759258061647,0.04408338874985445,0.8715020595118403,0.15791962432345266,1.3625614834018052,0.37099882697930986,28.27856680750847,0.6023835277427567,2.647404760122299,0.29979730247810005,0.048205119877820835,0.015816281310944393,8595.03671836853,1854.1177282034585,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
no_fatigue,7,push_x_1p5,64,3578,47.3,215.74605309963226,25.25819358054311,3520.515625,286.11430683798557,0.07265512167941779,0.027097380686734354,0.06598664296325296,0.013243806269931182,0.3078365752007812,0.0350832260420926,0.17627306429494638,0.14563960214991814,1.79285728931427,0.04313991794106345,30.94522151350975,3.5132365717394607,2.7137557547539473,0.9811545157943974,0.06828636431600899,0.0017019617460250784,21937.154296875,152.22161675316087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
